ID,Segment ID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
134,23057,BROADWAY,Beaver Street,Lexington Avenue Line,SB,10/27/2019,78,98,94,73,50,60,38,81,62,77,110,123,90,104,90,160,96,83,116,86,148,93,75,61
158,23396,CHURCH STREET,Duane St,Reade St,NB,10/27/2019,852,702,709,710,458,339,377,629,699,617,671,779,977,981,988,869,892,855,873,852,859,775,719,658
229,31548,HUDSON STREET,Duane Street,Duane Street,NB,10/27/2019,245,138,85,73,43,30,38,82,107,104,143,156,191,182,168,134,142,175,238,216,255,165,150,126
242,23561,LAFAYETTE STREET,Centre Street,Duane Street,SB,10/27/2019,312,280,228,201,130,107,83,115,121,144,173,202,251,225,276,323,390,361,416,337,296,294,213,277
253,23207,LIBERTY STREET,Liberty Place,Broadway,EB,10/27/2019,211,139,103,111,89,63,73,69,103,148,177,202,250,235,206,177,196,220,175,159,146,175,153,92
331,22995,STATE STREET,Bridge Street,Battery Place,NB,10/27/2019,171,127,92,113,73,73,97,120,171,194,250,266,303,282,313,324,310,365,350,282,263,267,209,182
331,22995,STATE STREET,Bridge Street,Battery Place,SB,10/27/2019,105,138,68,55,51,68,37,69,101,135,174,175,215,216,244,222,230,194,146,148,125,113,117,133
90,152665,ATLANTIC AVENUE,Classon Avenue,Franklin Avenue Shuttle Line,WB,11/02/2019,339,316,300,198,310,458,683,890,1043,1211,1156,1071,1056,1143,1259,1211,1240,1248,1207,1353,1264,1193,1122,1009
104,108866,Bainbridge Avenue,East 213 Street,Jerome Avenue,NB,11/02/2019,15,13,16,6,11,12,15,25,17,24,20,31,32,61,66,44,56,42,36,24,19,19,23,18
104,108866,Bainbrige Avenue,East 213 Street,Jerome Avenue,SB,11/02/2019,41,30,21,30,26,34,111,100,97,102,95,100,106,147,147,164,165,139,188,117,92,99,83,69
109,88826,Baychester Avenue,Tilotson Avenue,Dyre Avenue Line,NB,11/02/2019,302,256,191,162,112,157,242,399,451,485,480,520,594,560,528,552,588,552,530,504,545,455,353,400
109,88826,Baychester Avenue,Tilotson Avenue,Dyre Avenue Line,SB,11/02/2019,230,110,58,77,131,151,206,271,321,458,520,525,592,582,628,640,602,539,546,442,357,349,376,301
120,88298,Boston Road,Fish Avenue,Seymour Avenue,EB,11/02/2019,317,250,192,195,117,66,68,220,277,443,526,499,695,732,767,695,706,701,645,516,491,432,301,287
120,88298,Boston Road,Fish Avenue,Seymour Avenue,WB,11/02/2019,232,176,128,87,107,97,118,219,324,486,557,599,710,794,747,721,689,634,646,605,561,409,358,310
121,146329,Boston Road,Connector,Connector,WB,11/02/2019,193,117,79,57,45,98,166,280,424,575,672,709,832,885,906,918,883,847,694,606,560,450,377,357
121,146328,Boston Road,Connector,Connector,EB,11/02/2019,199,125,62,34,35,58,212,314,420,543,679,819,859,900,886,779,754,728,651,544,405,306,296,208
125,81165,Broadway,West 259 Street,West 260 Street,NB,11/02/2019,278,196,150,134,116,128,168,252,298,335,380,426,455,496,522,520,538,529,600,491,516,409,408,351
125,81165,Broadway,West 259 Street,West 260 Street,SB,11/02/2019,251,158,131,121,130,148,249,393,469,466,508,524,566,616,568,605,659,655,589,484,446,404,337,344
133,134084,Broadway,Dead End,Dead End,SB,11/02/2019,170,106,90,74,77,60,133,266,415,400,440,541,531,568,554,509,608,466,414,344,259,250,230,190
133,134083,Broadway,Van Cortlandt Park South,Dead End,NB,11/02/2019,191,181,125,111,90,113,187,388,559,556,570,725,726,802,787,662,646,631,595,563,488,382,358,305
133,255657,Broadway,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,11/02/2019,57,79,49,48,24,25,46,97,103,164,169,193,232,212,185,184,182,171,126,118,107,89,58,98
137,88880,Bronx Boulevard,Bronx River Greenway,Dead End,NB,11/02/2019,131,76,68,44,57,76,106,150,230,268,310,311,309,250,337,337,345,347,358,341,283,225,194,184
138,87447,Bronx Park East,Maran Place,Lydig Avenue,NB,11/02/2019,250,118,111,86,88,133,240,310,458,572,562,662,605,698,761,642,634,590,645,537,492,438,398,399
138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/02/2019,330,274,187,147,149,202,294,459,613,719,796,827,912,991,1034,1236,1154,1104,1221,1024,886,796,687,571
139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/02/2019,108,63,63,46,41,46,58,113,153,182,212,184,198,254,239,261,246,266,251,233,199,168,166,124
139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/02/2019,104,100,84,59,46,54,58,88,128,173,246,266,265,289,305,340,373,338,387,304,240,246,184,183
140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/02/2019,271,154,119,83,60,59,79,160,191,275,271,358,402,469,450,457,430,418,398,390,345,361,331,309
142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/02/2019,61,37,29,22,14,35,52,78,104,149,179,177,200,219,221,220,207,227,210,204,148,94,111,87
142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/02/2019,97,80,52,34,23,22,53,95,115,185,252,208,236,278,287,298,262,269,287,247,192,157,136,113
144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/02/2019,6,2,9,5,5,4,6,7,4,8,14,24,34,26,34,21,26,28,24,33,33,17,22,7
144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/02/2019,31,14,15,14,16,10,12,19,32,42,40,53,41,68,57,73,67,60,76,58,69,39,50,33
171,95712,Conner Street,Hollers Avenue,Boston Road,NB,11/02/2019,372,349,237,148,103,83,118,290,452,619,710,792,873,925,897,915,957,947,896,885,739,554,480,356
171,95712,Conner Street,Hollers Avenue,Boston Road,SB,11/02/2019,336,227,169,70,68,56,119,542,754,860,913,1002,982,1082,1036,1047,1014,1024,920,828,661,551,472,415
182,188574,East 133 Street,Bruckner Boulevard,Bruckner Boulevard,EB,11/02/2019,178,124,124,99,122,176,177,262,269,253,381,336,415,362,455,589,665,428,300,401,288,220,214,208
184,174149,East 161 Street,Connector,Dead end,EB,11/02/2019,152,108,74,41,56,71,82,80,120,139,90,97,139,123,157,230,204,244,225,213,269,244,235,209
184,174149,East 161 Street,Connector,Dead end,WB,11/02/2019,227,199,134,108,100,122,154,297,332,343,288,271,334,324,264,309,284,309,268,346,361,297,351,327
184,147472,East 161 Street,Grand Concourse,Dead End,WB,11/02/2019,159,141,107,82,87,82,93,148,196,244,253,312,307,325,409,434,479,414,397,353,312,255,259,242
184,147471,East 161 Street,Grand Concourse,Dead End,EB,11/02/2019,193,128,81,81,76,56,102,175,239,241,277,354,334,344,244,197,228,199,182,298,254,267,261,253
185,77424,East 163 Street,Rogers Place,Intervale Avenue,EB,11/02/2019,182,165,97,94,103,108,140,147,215,241,267,279,285,335,335,361,338,369,381,324,363,197,236,225
185,77424,East 163 Street,Rogers Place,Intervale Avenue,WB,11/02/2019,182,179,86,77,97,103,141,253,335,361,336,343,254,382,417,374,353,336,342,405,307,328,290,273
186,174289,East 167 Street,Dead End,Dead End,EB,11/02/2019,82,65,49,48,35,60,72,69,119,124,174,189,174,227,217,233,289,268,225,213,186,219,174,154
186,174289,East 167 Street,Dead End,Dead End,WB,11/02/2019,93,78,61,61,58,63,85,115,150,173,199,225,227,231,220,208,194,246,211,181,204,179,181,139
187,116598,East 222 Street,Wickham Avenue,Bruner Avenue,EB,11/02/2019,134,109,104,68,57,57,135,260,288,294,416,318,351,418,429,355,409,393,351,360,377,335,291,241
187,116598,East 222 Street,Wickham Avenue,Bruner Avenue,WB,11/02/2019,174,133,81,41,55,56,74,171,281,303,375,400,450,460,545,534,530,525,515,438,428,315,288,233
188,89274,East 241 Street,Bronx Boulevard,Carpenter Avenue,EB,11/02/2019,178,119,85,67,36,30,94,164,243,219,302,304,342,378,387,485,406,455,374,281,286,247,189,208
188,89274,East 241 Street,Bronx Boulevard,Carpenter Avenue,WB,11/02/2019,189,124,140,100,112,140,228,268,309,380,354,370,365,335,364,410,359,296,294,404,328,312,357,291
190,116587,East Gun Hill Road,Givan Avenue,Pearsall Avenue,EB,11/02/2019,184,126,68,78,38,61,118,224,312,349,335,416,434,537,441,471,423,442,439,446,393,314,279,246
190,116587,East Gun Hill Road,Givan Avenue,Pearsall Avenue,WB,11/02/2019,252,179,93,62,64,71,163,274,347,430,485,493,460,474,511,549,504,534,560,488,451,372,348,261
191,178395,East Gun Hill Road,Bronx River Parkway,Dead End,EB,11/02/2019,495,338,306,183,170,216,338,586,642,676,745,699,787,881,894,849,886,876,807,832,778,685,627,642
191,178395,East Gun Hill Road,Bronx River Parkway,Dead End,WB,11/02/2019,591,476,360,294,358,447,740,864,948,934,1042,1120,1109,1198,1280,1310,1208,1252,1337,1155,1070,966,996,872
192,78404,East Tremont Avenue,Anthony Avenue,Dead end,EB,11/02/2019,217,153,133,97,140,117,132,176,254,312,316,306,310,301,314,336,385,501,493,460,421,385,323,320
192,78404,East Tremont Avenue,Anthony Avenue,Dead End,WB,11/02/2019,376,279,238,172,166,162,258,369,403,491,465,520,580,613,626,620,573,670,592,584,536,522,442,462
193,93653,East Tremont Avenue,Harding Avenue,Silver Beach Place,NB,11/02/2019,101,21,4,2,3,4,9,25,17,61,59,62,79,44,60,62,56,105,46,43,36,38,49,38
193,93653,East Tremont Avenue,Harding Avenue,Silver Beach Place,SB,11/02/2019,18,12,6,8,2,10,5,18,27,68,97,62,62,49,66,61,73,106,66,59,32,42,35,35
198,251949,Exterior Street,Dead End,Dead End,NB,11/02/2019,3244,2118,1611,1403,1292,1396,2186,2813,3301,3733,3655,3625,3637,3413,3446,3916,3945,3867,3629,3249,3475,3341,3019,3097
198,251949,Exterior Street,Dead End,Dead End,SB,11/02/2019,1568,1059,841,848,1124,1610,2281,2398,2942,2814,3118,3299,3459,3424,3400,2991,3962,4197,3946,3897,3242,3310,3367,2499
213,29461,Fulton Street,Classon Avenue,Claver Place,EB,11/02/2019,292,242,187,164,80,81,116,139,193,207,240,243,244,282,263,285,305,328,301,283,269,239,201,196
213,29461,FULTON STREET,Classon Avenue,Claver Place,WB,11/02/2019,236,179,134,97,99,86,90,152,186,237,280,298,328,333,369,362,374,345,322,305,312,293,255,299
217,176284,Grand Concourse,Concourse Line,Concourse Line,NB,11/02/2019,211,152,116,97,107,104,124,174,222,235,325,372,413,408,527,507,598,527,550,481,418,399,361,341
217,176284,Grand Concourse,Concourse Line,Concourse Line,SB,11/02/2019,135,95,71,66,70,62,123,185,249,290,277,293,348,439,402,448,425,430,449,365,284,246,240,226
217,148196,Grand Concourse,East 187 Street,Connector,SB,11/02/2019,118,108,96,68,68,54,72,161,214,187,222,274,295,310,279,316,325,325,282,226,255,190,157,163
217,148195,Grand Concourse,East 187 Street,Connector,NB,11/02/2019,174,117,115,101,99,118,119,202,271,279,297,338,365,399,376,415,354,395,363,318,305,289,243,187
222,9008598,Harrod Avenue,Dead End,Dead End,NB,11/02/2019,53,43,35,22,32,23,32,85,50,63,73,108,96,96,93,108,71,81,108,101,112,85,92,85
222,9008598,Harrod Avenue,Dead End,Dead End,SB,11/02/2019,48,40,29,22,33,22,33,49,56,79,59,80,60,91,104,78,99,101,118,104,104,77,79,73
236,9009984,Jerome Avenue,East 213 Street,Jerome Avenue Line,NB,11/02/2019,151,116,63,61,49,88,137,252,247,237,267,349,333,349,373,345,331,317,306,320,263,192,161,177
236,9009984,Jerome Avenue,East 213 Street,Jerome Avenue Line,SB,11/02/2019,105,99,60,60,53,77,191,227,238,236,257,307,331,435,397,457,555,535,567,386,303,224,203,171
241,88139,Laconia Avenue,East 214 Street,East 215 Street,NB,11/02/2019,186,130,93,58,60,82,113,205,296,326,336,359,414,435,456,408,462,481,467,397,336,287,275,271
241,88139,Laconia Avenue,East 214 Street,East 215 Street,SB,11/02/2019,71,60,44,33,51,57,116,172,180,241,279,291,277,239,243,263,278,322,297,253,217,185,175,159
256,77328,Longwood Avenue,Prospect Avenue,Hewitt Place,EB,11/02/2019,30,36,25,20,36,40,49,64,93,99,100,101,104,93,119,98,88,80,104,106,64,82,59,49
256,77328,Longwood Avenue,Prospect Avenue,Hewitt Place,WB,11/02/2019,60,39,37,26,35,29,51,62,78,102,114,162,178,148,174,183,165,161,150,157,133,94,109,87
271,141740,Mosholu Parkway,Dead End,Major Deegan Expwy Et 12 Nb,SB,11/02/2019,336,198,107,83,113,142,286,483,617,645,648,777,947,975,982,1023,1013,926,1084,850,646,568,446,448
271,176737,Mosholu Parkway,Dead End,Dead End,NB,11/02/2019,229,170,148,98,70,70,221,455,654,706,729,691,711,723,935,925,876,859,746,715,557,432,482,394
278,89614,Nereid Avenue,Hill Avenue,Monticello Avenue,EB,11/02/2019,57,30,20,23,23,27,51,76,94,108,146,132,139,121,113,147,148,129,96,132,81,78,63,71
278,89614,Nereid Avenue,Hill Avenue,Monticello Avenue,WB,11/02/2019,56,46,25,18,50,23,48,77,98,114,134,132,157,170,138,201,204,172,169,149,96,91,78,73
279,9014414,Nereid Avenue,Bronx River Shoreline,Metro North harlem Line,EB,11/02/2019,111,100,84,43,54,61,126,201,281,286,365,385,391,454,475,489,508,482,450,407,290,272,193,191
279,9014414,Nereid Avenue,Bronx River Shoreline,Metro North Harlem Line,WB,11/02/2019,116,113,85,84,73,87,151,251,346,415,427,488,471,457,566,461,513,521,524,394,368,306,292,224
302,9008830,Pelham Parkway,Dead End,Dead End,EB,11/02/2019,280,236,174,128,134,197,384,540,573,639,748,867,941,1099,1160,1123,1170,1109,1024,889,795,718,633,497
302,9008826,Pelham Parkway,Dead End,Dead End,WB,11/02/2019,232,233,128,94,117,148,262,495,591,662,741,801,823,824,801,823,761,736,724,761,620,557,501,455
302,9003698,Pelham Parkway North,Dead End,Dead End,WB,11/02/2019,75,55,34,28,24,20,30,61,45,69,116,127,127,119,133,129,129,164,99,101,74,64,62,52
302,87638,Pelham Parkway South,Wallace Avenue,Barnes Avenue,EB,11/02/2019,228,187,122,101,84,85,129,191,262,295,326,378,433,450,455,426,463,445,421,443,393,321,352,330
303,194263,Pelham Parkway,Boston Road,White Plains Road,EB,11/02/2019,455,310,211,143,180,213,448,560,647,674,740,863,940,1015,1061,1119,1112,1213,1144,1059,891,808,731,680
303,193983,Pelham Parkway,Boston Road,White Plains Road,WB,11/02/2019,317,247,140,142,147,183,331,544,859,895,947,1082,1081,1067,1131,1114,1040,982,988,858,798,718,670,548
303,178366,Pelham Parkway North,Dead End,White Plains Road,WB,11/02/2019,1,2,4,0,2,1,2,5,5,9,4,5,18,7,5,11,5,9,14,7,5,2,5,7
303,194327,Pelham Parkway South,Bolton Street,White Plains Road,EB,11/02/2019,239,181,124,90,102,99,127,223,293,335,345,380,404,394,458,433,489,462,460,466,386,337,349,326
304,93887,Pennyfield Avenue,Mullen Place,Harding Avenue,NB,11/02/2019,57,55,18,26,21,30,44,72,100,142,146,114,126,155,90,129,118,114,140,92,96,67,65,77
304,93887,Pennyfield Avenue,Mullen Place,Harding Avenue,SB,11/02/2019,56,53,14,29,14,26,68,30,114,174,141,184,195,156,153,153,148,175,167,148,130,133,111,94
305,89600,Pitman Avenue,Wilder Avenue,Murdock Avenue,EB,11/02/2019,108,91,46,19,21,34,64,111,159,183,179,192,242,264,257,263,258,268,219,207,217,142,127,120
305,89600,Pitman Avenue,Wilder Avenue,Murdock Avenue,WB,11/02/2019,143,118,81,56,32,27,55,88,116,164,175,195,230,228,246,235,263,251,247,225,171,158,137,102
307,179513,Randall Avenue,Dead End,Cross Bronx Expressway,NB,11/02/2019,437,287,230,266,442,940,1076,1267,1413,1731,1815,2141,2158,2302,2109,2451,2252,2190,2356,2142,1418,1261,1214,873
307,179513,Randall Avenue,Dead End,Cross Bronx Expressway,SB,11/02/2019,756,454,316,294,365,399,747,1042,1566,1636,1919,2340,2491,2500,2561,2710,2845,2348,2823,2356,1862,1432,1268,1044
316,109429,Roosevelt Avenue,57 Street,58 Street,EB,11/02/2019,310,278,252,223,230,186,188,257,308,401,445,456,430,461,509,539,645,573,624,476,505,415,381,378
316,109429,Roosevelt Avenue,57 Street,58 Street,WB,11/02/2019,272,227,162,127,199,227,317,522,568,555,493,453,493,520,491,482,498,461,496,501,432,374,331,329
322,146666,Southern Boulevard,Dead End,East Fordham Road,NB,11/02/2019,174,104,78,63,62,72,115,197,229,280,294,355,380,413,407,419,414,391,392,355,268,243,204,195
322,154724,Southern Boulevard,East Fordham Road,Dead End,SB,11/02/2019,246,158,103,102,111,108,187,318,430,518,583,712,794,849,826,880,948,864,892,692,520,405,448,343
328,9001821,St Anns Avenue,Dead End,East 156 Street,NB,11/02/2019,98,92,84,39,27,38,44,74,133,181,221,261,293,292,298,347,318,246,225,211,190,209,165,162
328,9001821,St Anns Avenue,Dead End,East 156 Street,SB,11/02/2019,59,43,43,31,33,30,40,75,127,170,171,197,198,242,228,188,154,149,150,108,118,106,99,71
333,178549,Stillwell Avenue,Rhinelander Avenue,Pelham Parkway South,NB,11/02/2019,88,47,32,19,25,33,69,119,149,165,234,267,323,296,248,341,298,271,241,237,181,204,189,155
333,178549,Stillwell Avenue,Rhinelander Avenue,Pelham Parkway South,SB,11/02/2019,49,41,35,21,13,25,50,48,65,71,97,91,88,98,92,78,96,105,68,40,56,33,37,18
344,88862,Van Cortlandt Park East,East 240 Street,East 241 Street,NB,11/02/2019,79,60,31,10,21,23,29,51,90,107,125,144,156,167,151,124,141,120,113,101,106,78,55,41
344,88862,Van Cortlandt Park East,East 240 Street,East 241 Street,SB,11/02/2019,36,38,27,20,14,56,68,99,127,151,171,172,216,212,191,195,197,196,192,144,123,112,96,70
352,113476,Webster Avenue,Clay Avenue,East Mt Eden Avenue,NB,11/02/2019,364,297,207,181,177,173,206,317,372,492,469,559,615,658,652,662,667,625,645,552,561,549,537,408
352,113476,Webster Avenue,Clay Avenue,East Mt Eden Avenue,SB,11/02/2019,411,348,277,212,193,200,262,344,415,419,460,503,513,591,558,611,598,666,605,634,623,632,521,487
353,176295,Webster Avenue,East 189 Street,East Fordham Road,NB,11/02/2019,404,311,239,193,202,198,209,314,439,503,541,574,441,408,577,560,544,525,544,550,615,572,501,479
353,176295,Webster Avenue,East 189 Street,East Fordham Road,SB,11/02/2019,244,171,172,121,145,137,157,208,326,309,351,329,316,400,363,398,369,419,391,371,333,346,313,288
354,107183,Mosholu Parkway,Grand Concourse,Bike Path,NB,11/02/2019,249,120,81,56,46,83,165,344,489,617,688,673,639,572,674,674,610,696,623,532,402,323,405,283
354,107183,Mosholu Parkway,Grand Concourse,Bike Path,SB,11/02/2019,255,153,90,71,62,68,161,293,433,501,579,517,675,701,727,884,873,773,691,608,629,463,452,418
364,89398,White Plains Road,St Ouen Street,Penfield Street,NB,11/02/2019,110,70,63,72,61,68,122,187,223,266,290,275,328,333,317,311,355,304,299,241,205,180,186,216
364,89398,White Plains Road,St Ouen Street,Penfield Street,SB,11/02/2019,141,123,110,127,89,145,181,235,264,299,356,298,399,337,297,369,370,374,340,326,271,268,270,206
90,152665,ATLANTIC AVENUE,Classon Avenue,Franklin Avenue Shuttle Line,WB,11/03/2019,801,746,517,367,286,276,371,537,565,578,763,910,899,863,1008,1157,1072,1025,1209,1157,963,826,786,665
104,108866,Bainbridge Avenue,East 213 Street,Jerome Avenue,NB,11/03/2019,14,6,9,8,6,5,17,15,15,17,28,17,22,32,45,35,32,45,21,15,27,26,15,11
104,108866,Bainbrige Avenue,East 213 Street,Jerome Avenue,SB,11/03/2019,60,31,28,25,23,21,90,57,54,61,72,93,94,120,125,149,118,132,161,103,53,76,56,60
109,88826,Baychester Avenue,Tilotson Avenue,Dyre Avenue Line,NB,11/03/2019,303,240,197,143,131,124,136,204,246,286,351,391,420,394,462,511,361,411,443,431,365,372,286,289
109,88826,Baychester Avenue,Tilotson Avenue,Dyre Avenue Line,SB,11/03/2019,224,129,99,97,110,81,165,221,247,329,394,434,476,460,532,466,546,493,437,361,298,233,219,184
120,88298,Boston Road,Fish Avenue,Seymour Avenue,EB,11/03/2019,219,105,101,93,96,94,126,207,310,425,556,639,613,639,610,624,590,517,423,323,276,256,197,184
120,88298,Boston Road,Fish Avenue,Seymour Avenue,WB,11/03/2019,233,130,125,94,107,83,130,188,246,351,440,540,538,615,629,633,606,556,458,361,338,294,225,178
121,146329,Boston Road,Connector,Connector,WB,11/03/2019,214,88,35,41,40,52,116,230,273,413,542,664,739,802,787,799,822,759,659,475,410,261,170,183
121,146328,Boston Road,Connector,Connector,EB,11/03/2019,129,72,54,54,43,62,160,229,367,552,655,720,781,723,773,765,659,566,447,354,277,180,150,128
125,81165,Broadway,West 259 Street,West 260 Street,NB,11/03/2019,310,223,144,137,124,111,138,173,268,319,349,392,469,521,539,571,589,483,459,467,437,359,268,225
125,81165,Broadway,West 259 Street,West 260 Street,SB,11/03/2019,265,178,133,110,126,152,179,281,353,392,495,513,550,565,584,586,583,535,426,446,370,323,275,232
133,134084,Broadway,Dead End,Dead End,SB,11/03/2019,142,86,89,67,64,66,95,147,250,326,416,371,404,462,448,469,412,348,257,263,237,188,151,95
133,134083,Broadway,Van Cortlandt Park South,Dead End,NB,11/03/2019,220,134,100,106,108,93,132,243,401,480,479,524,658,586,624,621,586,585,518,428,355,295,231,183
133,255657,Broadway,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,11/03/2019,52,55,38,28,34,21,31,58,117,260,311,232,358,302,276,227,126,114,121,102,56,63,69,50
137,88880,Bronx Boulevard,Bronx River Greenway,Dead End,NB,11/03/2019,139,123,91,78,50,58,81,121,171,202,284,279,229,275,412,306,302,314,301,243,217,204,115,127
138,87447,Bronx Park East,Maran Place,Lydig Avenue,NB,11/03/2019,264,139,96,96,88,113,151,224,262,393,509,606,683,584,631,579,531,520,480,412,343,311,248,218
138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/03/2019,459,252,221,171,169,153,177,272,372,482,590,626,682,763,935,923,1138,947,957,819,578,523,391,235
139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/03/2019,114,75,44,42,31,43,56,74,121,157,158,187,193,197,217,239,221,218,190,170,154,124,94,88
139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/03/2019,125,74,55,48,75,56,61,95,124,213,280,295,258,287,306,286,291,285,243,213,157,157,103,109
140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/03/2019,280,201,138,129,71,64,52,75,125,156,243,294,334,340,423,420,444,332,402,360,321,291,193,197
142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/03/2019,69,38,39,28,25,31,36,54,74,111,115,164,139,135,199,171,159,168,130,103,93,64,62,52
142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/03/2019,81,43,23,27,28,32,36,68,94,125,173,175,219,176,245,190,240,177,187,141,105,102,94,76
144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/03/2019,12,5,8,7,5,5,6,6,8,18,28,22,35,29,26,26,34,17,27,26,23,12,9,5
144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/03/2019,36,20,15,24,21,16,11,14,28,43,57,36,55,55,37,45,48,51,46,58,49,36,30,23
171,95712,Conner Street,Hollers Avenue,Boston Road,NB,11/03/2019,296,166,121,90,71,108,222,312,425,613,679,791,734,801,755,784,852,777,623,563,491,352,273,241
171,95712,Conner Street,Hollers Avenue,Boston Road,SB,11/03/2019,328,151,120,125,125,145,255,361,411,578,741,808,835,914,971,923,922,872,791,609,466,366,267,235
182,188574,East 133 Street,Bruckner Boulevard,Bruckner Boulevard,EB,11/03/2019,167,131,160,178,95,88,84,97,114,145,159,286,297,363,356,395,450,314,373,403,295,241,178,151
184,174149,East 161 Street,Connector,Dead end,EB,11/03/2019,190,151,72,88,75,84,85,96,123,130,163,151,145,167,237,168,222,253,274,203,214,179,180,152
184,174149,East 161 Street,Connector,Dead end,WB,11/03/2019,292,173,118,115,132,104,152,196,266,309,302,327,336,390,403,432,397,356,353,288,267,242,193,155
184,147472,East 161 Street,Grand Concourse,Dead End,WB,11/03/2019,213,118,85,79,97,81,82,134,153,187,248,261,264,269,322,321,321,309,306,239,235,194,147,122
184,147471,East 161 Street,Grand Concourse,Dead End,EB,11/03/2019,179,132,83,73,86,62,72,101,124,185,209,263,250,263,331,303,299,278,222,275,229,200,168,129
185,77424,East 163 Street,Rogers Place,Intervale Avenue,EB,11/03/2019,192,158,96,111,104,82,92,118,143,213,250,259,254,326,323,366,367,329,317,336,292,221,205,140
185,77424,East 163 Street,Rogers Place,Intervale Avenue,WB,11/03/2019,215,125,89,100,83,74,123,139,179,257,273,389,346,340,372,388,357,359,351,327,262,246,201,158
186,174289,East 167 Street,Dead End,Dead End,EB,11/03/2019,125,75,71,68,74,42,56,58,92,114,169,138,188,163,225,223,232,227,225,193,165,149,142,76
186,174289,East 167 Street,Dead End,Dead End,WB,11/03/2019,118,81,68,56,79,63,89,80,107,133,158,206,186,225,215,210,206,208,190,175,158,138,116,79
187,116598,East 222 Street,Wickham Avenue,Bruner Avenue,EB,11/03/2019,188,92,69,67,67,74,143,177,238,301,346,341,323,394,417,430,419,325,318,292,249,206,179,144
187,116598,East 222 Street,Wickham Avenue,Bruner Avenue,WB,11/03/2019,231,107,83,51,51,61,122,171,181,254,333,319,328,350,380,431,456,415,384,333,302,204,204,153
188,89274,East 241 Street,Bronx Boulevard,Carpenter Avenue,EB,11/03/2019,166,84,70,51,32,40,62,118,158,156,211,234,224,290,311,313,331,306,315,254,223,165,130,131
188,89274,East 241 Street,Bronx Boulevard,Carpenter Avenue,WB,11/03/2019,238,148,105,100,116,108,185,196,282,316,347,352,328,323,373,382,370,328,342,320,240,252,236,205
190,116587,East Gun Hill Road,Givan Avenue,Pearsall Avenue,EB,11/03/2019,151,91,70,53,64,61,90,144,208,243,338,387,335,411,472,409,459,407,346,296,236,202,142,123
190,116587,East Gun Hill Road,Givan Avenue,Pearsall Avenue,WB,11/03/2019,248,155,85,70,59,74,138,197,276,329,343,388,397,446,443,515,496,470,408,371,306,280,229,179
191,178395,East Gun Hill Road,Bronx River Parkway,Dead End,EB,11/03/2019,498,288,232,197,187,171,280,475,501,614,724,720,698,768,786,873,868,851,791,750,561,509,433,432
191,178395,East Gun Hill Road,Bronx River Parkway,Dead End,WB,11/03/2019,745,537,469,370,373,393,699,693,681,823,940,908,985,1063,1166,1144,1076,1006,998,913,844,791,783,584
192,78404,East Tremont Avenue,Anthony Avenue,Dead end,EB,11/03/2019,246,167,147,135,97,104,106,127,186,235,331,332,393,384,477,468,443,434,483,365,278,287,243,194
192,78404,East Tremont Avenue,Anthony Avenue,Dead End,WB,11/03/2019,443,245,214,185,188,140,144,187,241,311,397,433,498,487,528,557,496,489,502,436,414,327,270,217
193,93653,East Tremont Avenue,Harding Avenue,Silver Beach Place,NB,11/03/2019,53,13,10,2,3,2,6,8,22,20,54,67,65,86,78,106,76,43,33,35,30,21,8,16
193,93653,East Tremont Avenue,Harding Avenue,Silver Beach Place,SB,11/03/2019,23,14,8,1,5,7,2,17,26,47,58,72,57,55,59,52,69,82,125,42,34,26,20,23
198,251949,Exterior Street,Dead End,Dead End,NB,11/03/2019,2949,2037,1672,1505,1394,1301,1445,1895,2608,3109,3627,3943,3531,3851,3916,3836,3866,3724,3274,3078,3246,3067,2723,2420
